120	0.1512	0
119.81508	0.17712	0
119.26128	0.2544	0
118.3422	0.38184	0
117.06336	0.55704	0
115.4328	0.77736	0
113.46036	1.03896	0
111.1584	1.33788	0
108.54096	1.66968	0
105.62436	2.02968	0
102.42636	2.41284	0
98.96688	2.81424	0
95.26716	3.2286	0
91.34988	3.65076	0
87.2394	4.07544	0
82.96104	4.49712	0
78.54096	4.91004	0
74.00676	5.30844	0
69.38604	5.68596	0
64.7076	6.03624	0
60	6.3528	0
55.2924	6.62892	0
50.61396	6.85776	0
45.99324	7.03308	0
41.45904	7.149	0
37.03896	7.2	0
32.7606	7.18176	0
28.65012	7.09104	0
24.73284	6.92568	0
21.03312	6.68508	0
17.57364	6.36996	0
14.37564	5.98248	0
11.45904	5.52588	0
8.8416	5.0046	0
6.53964	4.42404	0
4.5672	3.7896	0
2.93664	3.10716	0
1.6578	2.38248	0
0.73872	1.62036	0
0.18492	0.82524	0
0	0	0
0.18492	-0.82524	0
0.73872	-1.62036	0
1.6578	-2.38248	0
2.93664	-3.10716	0
4.5672	-3.7896	0
6.53964	-4.42404	0
8.8416	-5.0046	0
11.45904	-5.52588	0
14.37564	-5.98248	0
17.57364	-6.36996	0
21.03312	-6.68508	0
24.73284	-6.92568	0
28.65012	-7.09104	0
32.7606	-7.18176	0
37.03896	-7.2	0
41.45904	-7.149	0
45.99324	-7.03308	0
50.61396	-6.85776	0
55.2924	-6.62892	0
60	-6.3528	0
64.7076	-6.03624	0
69.38604	-5.68596	0
74.00676	-5.30844	0
78.54096	-4.91004	0
82.96104	-4.49712	0
87.2394	-4.07544	0
91.34988	-3.65076	0
95.26716	-3.2286	0
98.96688	-2.81424	0
102.42636	-2.41284	0
105.62436	-2.02968	0
108.54096	-1.66968	0
111.1584	-1.33788	0
113.46036	-1.03896	0
115.4328	-0.77736	0
117.06336	-0.55704	0
118.3422	-0.38184	0
119.26128	-0.2544	0
119.81508	-0.17712	0
120	-0.1512	0
