140.02716	0.20398	0
139.81604	0.26768	0
139.18352	0.45766	0
138.13296	0.77028	0
136.6701	1.19966	0
134.80264	1.73782	0
132.54066	2.37496	0
129.89634	3.0996	0
126.88438	3.89914	0
123.52158	4.76	0
119.82684	5.66762	0
115.8213	6.60744	0
111.5282	7.56434	0
106.9726	8.5232	0
102.18138	9.46932	0
97.18324	10.388	0
92.00856	11.26496	0
86.6887	12.08634	0
81.2567	12.83912	0
75.74616	13.51056	0
70.19208	14.08918	0
64.62974	14.56434	0
59.09484	14.92666	0
53.57884	15.1627	0
48.10372	15.2229	0
42.7651	15.09774	0
37.6012	14.79114	0
32.6494	14.31038	0
27.9454	13.6668	0
23.52266	12.87468	0
19.41212	11.95124	0
15.64178	10.91608	0
12.2367	9.7902	0
9.2183	8.596	0
6.6045	7.3556	0
4.40986	6.09056	0
2.64558	4.8209	0
1.31936	3.56412	0
0.43568	2.33506	0
-0.00364	1.14464	0
0	0	0
0.43526	-1.05854	0
1.288	-1.9929	0
2.54884	-2.80378	0
4.20644	-3.4923	0
6.24694	-4.06056	0
8.65466	-4.51164	0
11.4121	-4.84988	0
14.50092	-5.08102	0
17.90138	-5.21206	0
21.59304	-5.25154	0
25.55462	-5.20982	0
29.7647	-5.09852	0
34.20074	-4.93052	0
38.84006	-4.71996	0
43.65928	-4.48182	0
48.6339	-4.23094	0
53.73886	-3.9823	0
59.0044	-3.7415	0
64.386	-3.47928	0
69.80792	-3.20026	0
75.2381	-2.91368	0
80.6442	-2.62724	0
85.9936	-2.34766	0
91.25382	-2.08012	0
96.39238	-1.82868	0
101.37736	-1.59586	0
106.17726	-1.3832	0
110.76184	-1.19126	0
115.10142	-1.01962	0
119.16814	-0.86758	0
122.93526	-0.73402	0
126.378	-0.61782	0
129.47326	-0.51772	0
132.20032	-0.43274	0
134.54042	-0.3619	0
136.47774	-0.30464	0
137.9987	-0.2604	0
139.09294	-0.22904	0
139.75248	-0.21028	0
139.97284	-0.20398	0
